nome;descricao;categoria
 Tartarugas Até Lá Embaixo ;Produto NovoDepois de seis anos, milhões de livros vendidos, dois filmes de sucesso e uma legião de fãs apaixonados ao redor do mundo, John Green, o autor do inesquecível “A Culpa é das Estrelas”, lança o mais pessoal de todos os seus livros: “Tartarugas Até Lá Embaixo” A história acompanha a jornada de Aza Holmes, uma menina de 16 anos que sai em busca de um bilionário misteriosamente desaparecido – quem encontrá-lo receberá uma polpuda recompensa em dinheiro – enquanto tenta lidar com o próprio transtorno obsessivo-compulsivo (TOC). Repleto de referências da vida do autor – entre elas, a tão marcada paixão pela cultura pop e o TOC, distúrbio mental que o afeta desde a infância –, “Tartarugas Até Lá Embaixo” tem tudo o que fez de John Green um dos mais queridos autores contemporâneos. Um livro incrível, recheado de frases sublinháveis, que fala de amizades duradouras e reencontros inesperados, fan-fics de Star Wars e – por que não? – peculiares répteis neozelandeses.CaracterísticasAutor: Green,JohnPeso: 0.32I.S.B.N.: 9788551002001Altura: 21.000000Largura: 14.000000Profundidade: 1.400000Número de Páginas: 256Acabamento: BrochuraNúmero da edição: 0País de Origem: Brasil;livro
 Admirável Mundo Novo ;Produto NovoUma sociedade inteiramente organizada segundo princípios científicos, na qual a mera menção das antiquadas palavras “pai” e “mãe” produzem repugnância. Um mundo de pessoas programadas em laboratório, e adestradas para cumprir seu papel numa sociedade de castas biologicamente definidas já no nascimento. Um mundo no qual a literatura, a música e o cinema só têm a função de solidificar o espírito de conformismo. Um universo que louva o avanço da técnica, a linha de montagem, a produção em série, a uniformidade, e que idolatra Henry Ford. Essa é a visão desenvolvida no clarividente romance distópico de Aldous Huxley, que ao lado de 1984, de George Orwell, constituem os exemplos mais marcantes, na esfera literária, da tematização de estados autoritários. Se o livro de Orwell criticava acidamente os governos totalitários de esquerda e de direita, o terror do stalinismo e a barbárie do nazifascismo, em Huxley o objeto é a sociedade capitalista, industrial e tecnológica, em que a racionalidade se tornou a nova religião, em que a ciência é o novo ídolo, um mundo no qual a experiência do sujeito não parece mais fazer nenhum sentido, e no qual a obra de Shakespeare adquire tons revolucionários. Entretanto, o moderno clássico de Huxley não é um mero exercício de futurismo ou de ficção científica. Trata-se, o que é mais grave, de um olhar agudo acerca das potencialidades autoritárias do próprio mundo em que vivemos.CaracterísticasAutor: Huxley,AldousPeso: 0.38I.S.B.N.: 9788525056009Altura: 21Largura: 14Profundidade: 2Número de Páginas: 314Idioma: PortuguêsAcabamento: BrochuraTradutor: Lino Vallandro e Vidal SerranoNúmero da edição: 22Ano da edição: 2014Segmento: Ficção - Autores Cult;livro
 Box A Garota Do Calendário Novo No Plástico Frete Grátis ;"ATENÇÃO!PARA OBTER O FRETE GRÁTIS, SELECIONAR QUE IRÁ RETIRAR EM MÃOS COM O VENDEDOR, E ENTÃO INFORMAR SEU ENDEREÇO PELA MENSAGEM (APÓS REALIZAR A COMPRA).Só clique no botão ""comprar"" se você tiver certeza da compra, pois já estará efetuando a reserva do produto. Se clicar e não efetivar a compra, infelizmente terei de negativá-lo.Sobre o produto:Mia Saunders precisa de dinheiro. Muito dinheiro. Ela tem um ano para pagar o agiota que está ameaçando a vida de seu pai por causa de uma dívida de jogo. Um milhão de dólares, para ser mais exato. A missão de Mia é simples: trabalhar como acompanhante de luxo na empresa de sua tia e pagar mensalmente a dívida. Um mês em uma nova cidade com um homem rico, com quem ela não precisa transar se não quiser? Dinheiro fácil. Parte do plano é manter o seu coração selado e os olhos na recompensa. Ao menos era assim que deveria ser...• A garota do calendário: Janeiro (144 págs)Em janeiro, Mia vai conhecer Wes, um roteirista de Malibu que vai deixá-la em êxtase. Com seus olhos verdes e físico de surfista, Wes promete a ela noites de sexo inesquecível — desde que ela não se apaixone por ele.• A garota do calendário: Fevereiro (132 págs)Em fevereiro, Mia vai passar o mês em Seattle com Alec Dubois, um excêntrico artista francês. No papel de musa, ela vai embarcar em uma jornada de descobertas sexuais e lições sobre o amor e a vida que permanecerão com ela para sempre.• A garota do calendário: Março (144 págs)Mia vai passar o mês de março em Chicago com o empresário Anthony Fasano, que a contrata para fingir ser noiva dele. A princípio Mia não entende por que um homem tão lindo e másculo precisa de uma falsa noiva, mas ela está prestes a descobrir. • A garota do calendário: Abril (160 págs)O cliente de abril é o astro do beisebol Mason Murphy, de Boston, que precisa de Mia a seu lado para melhorar sua imagem com os patrocinadores. Mason não está acostumado a ouvir não de mulher alguma, e Mia vai representar o desafio supremo para ele.• A garota do calendário: Maio (144 págs)Em maio, Mia vai trabalhar como modelo no Havaí, onde conhecerá Tai, um dos homens mais impressionantes que ela já viu. Com ele, Mia vai descobrir que o prazer não tem limites — e que ela deve aproveitar absolutamente tudo o que a vida tem a oferecer.• A garota do calendário: Junho (160 págs)Mia vai passar o mês de junho em Washington com Warren, um coroa rico que precisa de uma mulher a seu lado para tratar com políticos e investidores. O acordo entre eles não envolve sexo — já com Aaron, o filho de seu cliente, Mia não pode garantir...Frete:O valor do frete deste produto é GRÁTIS para qualquer lugar do Brasil.Este livro faz parte do acervo do Sebo do Quati, acesse nosso acervo completo aqui:http://lista.mercadolivre.com.br/_CustId_28177126";livro
 Supernatural - O Diario De John Winchester - Gryphus Geek ;O diário de John Winchester é a peça-chave para entender muitos dos mistérios da série criada por Eric Kripke. Para aqueles que acompanham Supernatural, será fácil identificar, por exemplo, alguns dos exorcismos usados por Sam e Dean, a primeira caçada de Dean, a perseguição implacável sobre Sam, a quem todos julgam ser ¿especial', além de detalhes que deixam mais clara a relação entre os irmãos Winchester. Para quem ainda não acompanha a série, esta uma das melhores oportunidades: onde tudo começou... O diário de John WinchesterAutor: ALEX IRVINECódigo de barras: 9788583110552Dimensões: 14cm x 21cm x 1,51cmEdição: 2Marca: GRYPHUS EDITORAIdioma: PORTUGUESISBN: 8583110557Número de páginas: 224Peso: 235 gramas Ano de publicação: 2016Encadernação: CAPA DURATags: LIVROS, LITERATURA, LITERATURA, ESTRANGEIRA, SUSPENSE, TERROR, SUPERNATURAL, DIARIO, JOHN, WINCHESTER, GRYPHUS, GEEK, LV396303, ALEX, IRVINE, GRYPHUS, EDITORA;livro
 Kit - Stephen King - Trilogia Bill Hodges - 3 Livros ;Produto NovoEste kit contém 3 livros da Trilogia Bill Hodges: Mr. Mercedes, Achados e Perdido e Último Turno. Mr. Mercedes 'Ainda é madrugada e, em uma falida cidade do Meio-Oeste, centenas de pessoas fazem fila em uma feira de empregos, desesperadas para conseguir trabalho. De repente, um único carro surge, avançando para a multidão. O Mercedes atropela vários inocentes, antes de recuar e fazer outra investida. Oito pessoas são mortas e várias ficam feridas. O assassino escapa. Meses depois, o detetive Bill Hodges ainda é atormentado pelo fracasso na resolução do caso, e passa os dias em frente à TV, contemplando a ideia de se matar. Ao receber uma carta de alguém que se autodenomina o Assassino do Mercedes, Hodges desperta da aposentadoria deprimida, decidido a encontrar o culpado. Mr. Mercedes narra uma guerra entre o bem e o mal, e o mergulho de Stephen King na mente obsessiva e psicótica desse assassino é tão arrepiante quanto inesquecível.' Achados e Perdidos “— Acorda, gênio.” Assim King começa a história de Morris Bellamy. O gênio é John Rothstein, um autor consagrado que há muito abandonou o mundo literário. Bellamy é seu maior fã — e seu maior crítico. Inconformado com o fim que o autor deu a seu personagem favorito, ele invade a casa de Rothstein e rouba os cadernos com produções inéditas do escritor, antes de matá-lo. Morris esconde os cadernos pouco antes de ser preso por outro crime. Décadas depois, é Peter Saubers, um garoto de treze anos, quem encontra o tesouro enterrado. Quando Morris é solto da prisão, depois de trinta e cinco anos, toda a família Saubers fica em perigo. Cabe ao ex-detetive Bill Hodges e a seus ajudantes, Holly e Jerome, protegê-los de um assassino agora ainda mais perigoso e vingativo. Último Turno Brady Hartsfield, o diabólico Assassino do Mercedes, está há cinco anos em estado vegetativo em uma clínica de traumatismo cerebral. Segundo os médicos, qualquer coisa perto de uma recuperação completa é improvável. Mas sob o olhar fixo e a imobilidade, Brady está acordado, e possui agora poderes capazes de criar o caos sem que sequer precise deixar a cama de hospital. O detetive aposentado Bill Hodges agora trabalha em uma agência de investigação com Holly Gibney, a mulher que desferiu o golpe em Brady.CaracterísticasAutor: King,StephenPeso: 1.676I.S.B.N.: 9788556510563Altura: 23Largura: 16Profundidade: 6.2999999999999998Número de Páginas: 1096Idioma: PortuguêsAcabamento: BrochuraNúmero da edição: 1Ano da edição: 2017Box/Coleção: Sim;livro
 Caixa De Passaros ;Basta uma olhadela para desencadear um impulso violento e incontrolável que acabará em suicídio. Ninguém é imune e ninguém sabe o que provoca essa reação nas pessoas. Cinco anos depois do surto ter começado, restaram poucos sobreviventes, entre eles Malorie e dois filhos pequenos. Ela sonha em fugir para um local onde a família possa ficar em segurança, mas a viagem que tem pela frente é assustadora - uma decisão errada e eles morrerão.;livro
 O Homem Mais Inteligente Da Historia ;Produto Novo e Físico  O Homem Mais Inteligente da HistoriaCaracterísticasTipo de Produto: LivroMedidas (cm): 23.00 x 16.00 x 1.50 cmIdiomas: PortuguêsAno: 2016Autor: Augusto CuryISBN: 8543104351Editora: SextanteEdição: 1ª Ed.Encadernação: BrochuraNº de Páginas: 272Mais Informações: Assunto: Romances, Origem: Nacional, Código de Barras: 9788543104355;livro
 Depois De Você ;Produto NovoQuando uma história termina, outra tem que começar. Com mais de 5 milhões de exemplares vendidos em todo o mundo, Como eu era antes de você conta a história do relacionamento entre Will Traynor e Louisa Clark, cujo fim trágico deixou de coração apertado os milhares de fãs da autora Jojo Moyes. Em Depois de você, Lou ainda não superou a perda de Will. Morando em um flat em Londres, ela trabalha como garçonete em um pub no aeroporto. Certo dia, após beber muito, Lou cai do terraço. O terrível acidente a obriga voltar para a casa de sua família, mas também a permite conhecer Sam Fielding, um paramédico cujo trabalho é lidar com a vida e a morte, a única pessoa que parece capaz de compreendê-la. Ao se recuperar, Lou sabe que precisa dar uma guinada na própria história e acaba entrando para um grupo de terapia de luto. Os membros compartilham sabedoria, risadas, frustrações e biscoitos horrorosos, além de a incentivarem a investir em Sam. Tudo parece começar a se encaixar, quando alguém do passado de Will surge e atrapalha os planos de Lou, levando-a a um futuro totalmente diferente.CaracterísticasAutor: Moyes, JojoPeso: 0.43I.S.B.N.: 9788580578645Altura: 23Largura: 16Profundidade: 1.8999999999999999Número de Páginas: 320Idioma: PortuguêsAcabamento: BrochuraNúmero da edição: 1Ano da edição: 2016País de Origem: BrasilSegmento: Ficção - Romances para sonhar - Modernos;livro
 Quem É Você, Alasca? - O Primeiro Amigo, A Primeira Garota ;;livro
 A Cabana - Capa Do Filme ;"Durante uma viagem de fim de semana, a filha mais nova de Mack Allen Phillips é raptada e evidências de que ela foi brutalmente assassinada são encontradas numa velha cabana. Após quatro anos vivendo numa tristeza profunda causada pela culpa e pela saudade da menina, Mack recebe um estranho bilhete, aparentemente escrito por Deus, convidando-o a voltar à cabana onde acontecera a tragédia. Apesar de desconfiado, ele vai ao local numa tarde de inverno e adentra passo a passo o cenário de seu mais terrível pesadelo. Mas o que ele encontra lá muda o seu destino para sempre. Em um mundo cruel e injusto, ""A cabana"" levanta um questionamento atemporal: se Deus é tão poderoso, por que não faz nada para amenizar nosso sofrimento? As respostas que Mack encontra vão surpreender você e podem transformar sua vida de maneira tão profunda quanto transformaram a dele. Esta edição especial inclui um texto inédito do autor, relembrando os 10 anos de sucesso que marcaram a trajetória do livro e contando detalhes da gravação do filme. Além disso, traz um caderno de fotos com cenas da adaptação desta história para as telas do cinema.";livro
